EmployeeID,FirstName,LastName,Department,Role,HireDate,TerminationDate,Gender,Location,Salary,Bonus,StockOptions,PerformanceRating,Promotion,EngagementScore,ManagerRating,Attrition,TenureInDays
E1920,Éléonore,Guillet,Engineering,Accountant,2024-10-09,,Female,Paris,116198,4047.24,500,,,2,7,0,390
E1864,Jules,Duhamel,Human Resources,Payroll Specialist,2018-11-09,2024-06-29,Non-Binary,Montpellier,174939,8473.84,200,,,1,4,1,2059
E1460,Philippe,Aubry,Human Resources,Financial Analyst,2019-05-31,2021-05-31,Unknown,Remote,87344,2132.88,500,1,No,3,3,1,731
E1848,Cécile,Antoine,Human Resources,People Analyst,2019-04-11,,NaN,Bordeaux,96108,4324.57,200,1,Yes,4,1,0,2398
E1833,Lucy,Rémy,Sales,Brand Manager,2015-11-12,,NaN,Nantes,176831,6824.59,1000,5,No,6,3,0,3644
E1254,Nath,Samson,Sales,Engineering Manager,2022-06-18,,Female,Nantes,230869,4786.91,200,4,No,2,1,0,1234
E1455,Célina,Rolland,Human Resources,Associate,2016-11-22,,Female,Nantes,148693,3978.52,200,5,No,10,10,0,3268
E1437,Dorothée,Gonzalez,Engineering,Talent Acquisition Specialist,2021-01-29,,NaN,Nantes,81417,2320.68,0,,Yes,6,2,0,1739
E1405,Antoine,Coste,Human Resources,VP of Sales,2020-02-13,,NaN,Montpellier,224186,6907.2,500,,Yes,2,9,0,2090
E1551,Claude,Maurice,Engineering,Content Strategist,2020-07-04,,NaN,Montpellier,167459,5491.93,500,,,1,9,0,1948
E1906,Christine,Hoareau,Sales,Technical Lead,2016-11-22,2019-05-24,NaN,Nantes,243850,11704.37,1000,3,No,7,6,1,913
E1112,Marguerite,Hoarau,Engineering,People Analyst,2023-01-03,,Female,Montpellier,50974,1338.67,200,5,No,2,10,0,1035
E1973,Tristan,Martinez,Sales,FP&A Manager,2018-07-21,2020-02-21,NaN,Nantes,67022,2533.96,0,3,No,6,10,1,580
E1448,Adrien,Dupré,Human Resources,Engineering Manager,2018-08-07,,Non-Binary,Montpellier,40708,1147.85,200,1,No,10,3,0,2645
E1797,Sylvie,Blanchet,Human Resources,Payroll Specialist,2017-11-15,2020-01-18,Unknown,Bordeaux,153968,5046.08,1200,4,Yes,10,8,1,794
E1680,Martin,Gosselin,Engineering,Senior Accountant,2019-02-14,,Unknown,Remote,213330,7920.31,500,2,No,3,1,0,2454
E1569,Catherine,Martin,Sales,Customer Success Manager,2023-11-24,2025-04-20,Male,Lyon,220302,7887.0,200,3,Yes,4,10,1,513
E1005,Patrick,Lemoine,Engineering,VP of Sales,2019-10-16,,Male,Montpellier,71383,2279.02,1000,5,Yes,5,6,0,2210
E1207,Brigitte,Merle,Finance,Coordinator,2019-04-06,2023-03-27,Unknown,Montpellier,116363,3035.63,1200,1,No,4,8,1,1451
E1394,Patrick,Pascal,Human Resources,FP&A Manager,2017-01-25,,Male,Bordeaux,220987,8612.62,0,,,10,10,0,3204
E1746,Gilbert,Blondel,Marketing,SEO Specialist,2016-02-11,,Non-Binary,Nantes,73291,1993.01,1200,,,5,10,0,3553
E1791,Frédérique,Navarro,Sales,Senior Accountant,2024-02-19,,Unknown,Lyon,163592,5453.07,1000,3,No,9,5,0,623
E1025,Margaret,Bonneau,Sales,Financial Analyst,2017-11-25,2022-08-07,Unknown,Montpellier,51043,1815.79,1200,5,No,5,3,1,1716
E1306,Marine,Briand,Finance,Regional Sales Director,2021-05-26,,Unknown,Lyon,142181,4763.6,1200,,,6,8,0,1622
E1491,Maurice,Royer,Human Resources,Content Strategist,2024-07-06,,Female,Bordeaux,103691,2121.92,500,,,4,3,0,485
E1407,Pauline,Bonneau,Human Resources,Analyst,2016-07-31,,Unknown,Bordeaux,54791,2349.91,1000,1,Yes,10,8,0,3382
E1714,Danielle,Lenoir,Sales,Senior Software Engineer,2019-08-13,,Unknown,Paris,63297,2388.95,1200,,,1,4,0,2274
E1267,Dorothée,Poirier,Engineering,Associate,2023-11-15,2024-11-26,Female,Remote,169985,5590.53,0,4,Yes,1,8,1,377
E1050,Simone,Fernandez,Sales,Senior Software Engineer,2021-02-08,,Unknown,Nantes,157812,7284.4,1000,,No,8,1,0,1729
E1808,Aurélie,Barbier,Human Resources,People Analyst,2020-12-14,,Non-Binary,Nantes,58506,2413.48,1000,,Yes,1,7,0,1785
E1069,André,Lucas,Engineering,Engineering Manager,2017-01-20,2018-03-25,Female,Nantes,138101,6245.37,0,2,No,10,7,1,429
E1494,Jules,Adam,Human Resources,Sales Development Rep,2018-03-01,,NaN,Bordeaux,212956,6589.89,0,3,Yes,1,7,0,2804
E1672,Camille,Carre,Sales,Talent Acquisition Specialist,2021-05-10,2022-12-14,Female,Remote,78141,2176.85,0,3,No,1,1,1,583
E1910,Sylvie,Bègue,Sales,Inside Sales Rep,2018-12-09,,Male,Lyon,126968,3280.14,200,,No,6,7,0,2521
E1022,Zacharie,Clerc,Human Resources,Financial Analyst,2019-12-15,,Female,Bordeaux,153534,3413.16,500,2,No,2,7,0,2150
E1093,Zoé,Lacombe,Human Resources,HR Machine Learning Engineer,2018-04-21,,Unknown,Bordeaux,45500,1107.21,200,,,5,1,0,2753
E1213,Nicolas,Poirier,Finance,QA Engineer,2019-01-14,2022-06-07,Unknown,Montpellier,230897,11087.8,1000,3,No,6,9,1,1240
E1290,Denis,Evrard,Human Resources,Account Executive,2018-02-07,,Unknown,Paris,196738,7184.23,500,3,No,1,9,0,2826
E1344,Noël,Delannoy,Marketing,Account Executive,2020-08-15,2022-07-27,Female,Bordeaux,129226,5486.12,0,,No,8,8,1,711
E1159,Laetitia,Hernandez,Engineering,VP of Sales,2020-03-07,2022-10-25,Male,Paris,164351,5234.38,200,,,7,4,1,962
E1273,Olivier,Breton,Marketing,HR Machine Learning Engineer,2023-04-17,2024-08-12,Female,Montpellier,249165,7540.73,0,,No,1,9,1,483
E1879,Henri,Chauveau,Sales,Regional Sales Director,2024-03-31,2025-05-29,Unknown,Nantes,82614,2461.33,1000,,,1,7,1,424
E1740,Élisabeth,Courtois,Unknown,Account Executive,2022-10-23,2024-01-27,Unknown,Bordeaux,43471,1057.02,1200,,,7,3,1,461
E1208,Olivie,Lagarde,Sales,Account Executive,2016-05-08,,Unknown,Lyon,237128,5255.49,200,5,Yes,7,7,0,3466
E1690,Céline,Auger,Engineering,Social Media Manager,2019-08-17,,Non-Binary,Paris,65883,3028.66,1000,1,No,2,2,0,2270
E1401,Julien,Sanchez,Human Resources,QA Engineer,2023-11-12,,Female,Paris,131937,5278.56,1000,1,Yes,8,1,0,722
E1426,Eugène,Pelletier,Sales,Financial Analyst,2015-12-08,,Unknown,Lyon,214905,9310.38,1200,5,No,6,3,0,3618
E1609,François,Rousset,Engineering,Customer Success Manager,2021-08-16,2022-09-20,Non-Binary,Lyon,92341,4438.89,0,,,6,7,1,400
E1611,Emmanuel,Weiss,Sales,Internal Auditor,2023-12-14,2025-02-13,Female,Lyon,231877,6312.9,200,1,No,7,10,1,427
E1185,Bernadette,Weber,Sales,Internal Auditor,2023-06-18,2024-07-15,Non-Binary,Montpellier,217995,9096.66,500,,No,5,8,1,393
E1919,Arthur,Albert,Engineering,Specialist,2016-04-17,,Non-Binary,Nantes,94037,4598.09,500,1,No,1,1,0,3487
E1693,Patrick,Marty,Sales,Software Engineer,2023-11-05,2025-04-08,Unknown,Lyon,111839,4376.49,0,5,No,6,7,1,520
E1739,Zoé,Menard,Finance,People Analyst,2023-11-07,,Unknown,Bordeaux,244117,11750.37,200,,No,10,1,0,727
E1220,Xavier,Laurent,Sales,Associate,2019-05-09,,NaN,Bordeaux,83999,2856.0,200,5,No,6,6,0,2370
E1692,Colette,Barre,Finance,SEO Specialist,2019-01-22,2024-10-26,Female,Bordeaux,246660,9009.9,200,3,No,4,4,1,2104
E1810,Margaret,Blanchet,Human Resources,Senior Software Engineer,2023-08-25,2025-02-04,Male,Nantes,106881,3998.8,500,,Yes,6,5,1,529
E1547,Nathalie,Boyer,Human Resources,Software Engineer,2020-06-19,,Non-Binary,Bordeaux,249878,10740.49,0,3,Yes,9,4,0,1963
E1844,Lucas,Giraud,Finance,Talent Acquisition Specialist,2022-05-04,2025-01-24,NaN,Remote,148044,6772.5,200,3,No,7,2,1,996
E1091,Paulette,Roger,Engineering,Senior Software Engineer,2019-11-15,,Female,Paris,131748,4107.61,1200,,Yes,6,1,0,2180
E1244,Émilie,Roche,Marketing,HR Data Scientist,2021-04-05,2022-12-17,Non-Binary,Montpellier,184919,8615.99,1200,3,No,1,10,1,621
E1016,Agathe,Bailly,Marketing,SEO Specialist,2022-01-22,,Non-Binary,Bordeaux,244492,6616.74,1200,,Yes,1,4,0,1381
E1483,Sabine,Perrot,Marketing,FP&A Manager,2017-09-11,,Male,Paris,151503,6848.95,500,5,No,4,7,0,2975
E1423,Manon,Peron,Sales,Sales Development Rep,2023-05-19,2024-07-20,NaN,Lyon,183944,8813.99,0,,No,5,1,1,428
E1134,Christiane,Delmas,Human Resources,HR Business Partner,2023-05-01,2024-07-29,Female,Nantes,187536,8597.5,0,3,No,2,3,1,455
E1744,Philippe,Pottier,Sales,Controller,2019-02-17,,Male,Paris,55953,1986.02,1000,1,Yes,6,9,0,2451
E1669,Diane,David,Marketing,Solutions Engineer,2016-08-05,2019-12-24,Unknown,Paris,122255,5083.22,1200,1,No,3,3,1,1236
E1645,Nathalie,Sanchez,Human Resources,Inside Sales Rep,2024-01-18,,NaN,Nantes,130047,4574.55,1000,,,3,6,0,655
E1578,Nathalie,Gomez,Finance,QA Engineer,2023-09-21,,Female,Remote,115717,3465.48,500,1,No,8,1,0,774
E1741,Valérie,Chauveau,Engineering,HR Data Scientist,2018-03-06,2023-07-10,Non-Binary,Nantes,72682,1523.57,200,,,7,6,1,1952
E1399,Raymond,Becker,Human Resources,Account Executive,2019-10-24,,NaN,Nantes,99181,4332.65,0,1,Yes,7,6,0,2202
E1986,Michelle,Giraud,Finance,Controller,2017-09-01,2021-11-02,Unknown,Bordeaux,51963,1952.7,1200,,,4,10,1,1523
E1641,Gabriel,Lambert,Human Resources,Inside Sales Rep,2021-02-21,2024-01-23,Female,Paris,75327,2209.0,200,,,2,2,1,1066
E1890,Gabriel,Chevallier,Unknown,Inside Sales Rep,2018-11-02,,Unknown,Lyon,86190,3145.51,1000,5,No,8,3,0,2558
E1212,Capucine,Gauthier,Sales,Machine Learning Engineer,2016-03-18,2020-01-05,Male,Remote,185070,6273.04,1000,5,Yes,5,10,1,1388
E1601,Margaret,Guillou,Sales,People Analyst,2019-11-08,,Non-Binary,Nantes,52487,2580.46,500,3,Yes,1,4,0,2187
E1735,Pierre,Raymond,Engineering,Coordinator,2021-05-07,,Male,Montpellier,226440,5772.07,200,4,No,1,9,0,1641
E1499,Geneviève,Meyer,Finance,Engineering Manager,2018-06-15,,NaN,Remote,56705,2809.97,1200,,,9,8,0,2698
E1595,Manon,Pires,Engineering,Solutions Engineer,2021-04-14,,NaN,Lyon,199968,9680.49,200,,,1,4,0,1664
E1600,Marianne,Marchand,Human Resources,Specialist,2018-11-01,,Unknown,Bordeaux,246911,7054.89,0,1,No,3,4,0,2559
E1655,Antoine,Dupuis,Finance,FP&A Manager,2024-10-22,,Female,Nantes,173801,5317.5,0,2,No,1,3,0,377
E1781,Thomas,Gomez,Finance,HR Business Partner,2022-12-04,2024-02-20,Unknown,Bordeaux,175926,3853.34,200,4,No,5,2,1,443
E1263,Gabrielle,Bourdon,Engineering,Backend Engineer,2020-04-22,,Female,Montpellier,131329,3208.26,1000,3,No,1,9,0,2021
E1389,Marc,Collet,Sales,Talent Acquisition Specialist,2019-08-20,,Female,Bordeaux,220126,9420.29,1200,,,1,4,0,2267
E1872,Andrée,Clément,Human Resources,VP of Sales,2019-03-12,2023-01-03,NaN,Bordeaux,86465,3898.32,1200,3,No,1,3,1,1393
E1362,Denise,Bernier,Sales,Specialist,2024-09-01,,Non-Binary,Montpellier,234850,10958.98,500,4,Yes,8,5,0,428
E1629,Céline,Devaux,Human Resources,Frontend Engineer,2023-08-19,2024-09-05,Non-Binary,Lyon,246477,9415.18,200,3,No,8,7,1,383
E1782,Marthe,Thierry,Sales,Product Marketing Manager,2017-01-29,2019-05-27,Non-Binary,Bordeaux,182047,4779.68,0,5,Yes,6,5,1,848
E1343,Roger,Normand,Human Resources,Solutions Engineer,2020-11-15,2025-08-25,Male,Bordeaux,102767,3766.41,500,1,No,3,7,1,1744
E1351,Céline,Peltier,Sales,Graphic Designer,2019-12-09,,Unknown,Bordeaux,119793,5630.88,1200,3,No,10,3,0,2156
E1270,Valentine,Rousseau,Engineering,Coordinator,2020-03-03,,NaN,Remote,177702,7690.16,1200,,,5,5,0,2071
E1637,Édouard,Laporte,Unknown,Analyst,2020-04-05,,Female,Bordeaux,142298,6599.33,1200,5,No,2,6,0,2038
E1128,Adrienne,Denis,Human Resources,Specialist,2017-03-22,,Non-Binary,Nantes,107510,4007.16,1200,4,No,10,7,0,3148
E1291,Margot,Bonnet,Engineering,Backend Engineer,2016-07-03,,Female,Nantes,241293,11710.07,0,1,No,7,3,0,3410
E1842,Agnès,Bigot,Finance,HR Business Partner,2020-06-29,,Non-Binary,Bordeaux,88563,3640.19,1200,,No,5,9,0,1953
E1866,Christine,Lacombe,Unknown,Content Strategist,2019-02-20,,Female,Bordeaux,45948,1448.58,500,,,3,5,0,2448
E1103,Alfred,Ollivier,Unknown,Regional Sales Director,2022-02-09,,NaN,Montpellier,73185,2085.56,200,3,No,4,9,0,1363
E1420,André,Lelièvre,Human Resources,Inside Sales Rep,2023-08-16,,Unknown,Lyon,176966,3957.4,200,,,7,6,0,810
E1474,David,Costa,Engineering,Sales Development Rep,2023-12-03,,NaN,Nantes,184735,4618.06,500,3,No,10,7,0,701
E1726,Célina,Diallo,Sales,Data Scientist,2018-12-25,2022-04-20,Non-Binary,Lyon,170637,4745.97,1000,,No,2,6,1,1212
E1253,Alex,Paris,Sales,Analyst,2021-03-22,,Unknown,Nantes,246269,10100.0,1200,,No,1,2,0,1687
E1289,Nathalie,Pichon,Human Resources,Product Marketing Manager,2020-04-08,2024-03-07,Female,Paris,116583,5037.39,0,,Yes,4,2,1,1429
E1885,Thérèse,Hebert,Human Resources,Internal Auditor,2021-08-04,,Female,Paris,96723,4324.0,500,4,No,4,5,0,1552
E1968,Théophile,Blot,Sales,Senior Accountant,2019-06-04,,Male,Montpellier,80020,3842.06,200,5,No,2,8,0,2344
E1940,Julien,Robert,Sales,FP&A Manager,2016-09-01,,Unknown,Montpellier,124106,4002.5,500,1,No,8,8,0,3350
E1217,Geneviève,Bruneau,Finance,Account Executive,2019-12-08,,Non-Binary,Nantes,217052,5243.7,500,,No,3,5,0,2157
E1174,Adrienne,Hervé,Human Resources,Frontend Engineer,2021-07-02,,NaN,Remote,223249,5721.27,0,,No,3,2,0,1585
E1366,Édouard,Colin,Engineering,Customer Success Manager,2018-01-02,,NaN,Bordeaux,186795,4230.48,0,,No,5,1,0,2862
E1722,Suzanne,Tanguy,Human Resources,Brand Manager,2021-05-13,,Male,Lyon,51757,2337.28,1200,1,No,9,5,0,1635
E1246,William,Gimenez,Human Resources,QA Engineer,2023-11-30,2025-06-26,NaN,Remote,58408,1628.52,1000,2,No,5,10,1,574
E1484,Hortense,Charrier,Sales,Specialist,2022-07-25,,Female,Montpellier,141168,5214.94,0,4,No,2,8,0,1197
E1649,Philippine,Thomas,Engineering,Internal Auditor,2021-01-05,,Male,Bordeaux,137315,5889.96,200,5,No,6,7,0,1763
E1478,Monique,Pires,Human Resources,FP&A Manager,2019-11-09,2025-08-13,Unknown,Remote,246343,9491.58,500,,No,7,3,1,2104
E1881,Auguste,Pinto,Human Resources,Controller,2021-11-16,,Female,Bordeaux,62663,2656.97,1200,5,Yes,3,7,0,1448
E1850,Nath,Hoareau,Sales,Digital Marketing Analyst,2018-06-05,,Female,Bordeaux,199144,8084.06,1200,,Yes,9,7,0,2708
E1027,Roland,Da Silva,Sales,HR Business Partner,2024-09-30,,Male,Lyon,193396,8070.96,0,3,No,8,3,0,399
E1473,Daniel,Berger,Sales,Content Strategist,2019-10-11,2024-12-26,Non-Binary,Remote,47115,2148.19,1200,,No,1,4,1,1903
E1763,Antoinette,Bernard,Sales,Internal Auditor,2016-10-24,,Non-Binary,Paris,48623,1020.51,0,,,5,9,0,3297
E1092,Agnès,Leroux,Engineering,People Analyst,2017-03-05,,Unknown,Bordeaux,248980,10454.32,200,4,No,7,8,0,3165
E1338,Camille,Sauvage,Sales,Payroll Specialist,2017-05-27,2023-09-25,Female,Lyon,152067,7486.38,1200,5,No,10,10,1,2312
E1225,Camille,Verdier,Finance,Compensation Analyst,2018-10-13,,Unknown,Nantes,169719,3695.66,200,3,No,9,10,0,2578
E1852,Agnès,Meunier,Sales,Specialist,2021-07-23,2022-12-15,Unknown,Nantes,93018,2902.39,200,3,No,2,7,1,510
E1818,Christelle,Alves,Sales,QA Engineer,2023-10-16,2024-12-23,Non-Binary,Lyon,158641,4617.19,500,,,10,2,1,434
E1784,Clémence,Pottier,Finance,Sales Manager,2022-08-25,2024-06-25,Male,Paris,66432,2925.41,200,4,No,1,3,1,670
E1444,Matthieu,Boutin,Engineering,Marketing Manager,2017-01-16,,Female,Paris,112638,4991.91,200,1,No,6,4,0,3213
E1123,Clémence,Bouchet,Finance,Senior Software Engineer,2016-03-11,,Non-Binary,Lyon,211242,7495.53,1200,,,8,3,0,3524
E1502,Michelle,Caron,Engineering,Inside Sales Rep,2019-04-04,,NaN,Paris,215281,4788.2,0,1,Yes,6,7,0,2405
E1261,Henriette,Lebrun,Human Resources,Software Engineer,2021-10-28,,Female,Bordeaux,140320,5893.1,1200,,,3,4,0,1467
E1222,Virginie,Pons,Engineering,Machine Learning Engineer,2021-09-24,2023-04-23,Unknown,Remote,131782,4402.59,1000,2,No,2,5,1,576
E1101,Eugène,Fontaine,Sales,FP&A Manager,2024-02-01,,Female,Remote,150997,5777.5,200,,,7,3,0,641
E1341,Philippine,Fournier,Human Resources,People Analyst,2021-09-15,,NaN,Remote,159219,3536.19,500,,Yes,5,4,0,1510
E1729,Anouk,Nicolas,Human Resources,Graphic Designer,2021-02-06,2025-10-22,Female,Nantes,217323,7879.57,500,,Yes,7,9,1,1719
E1319,Audrey,Rodrigues,Finance,Brand Manager,2024-06-25,2025-09-03,Unknown,Nantes,242271,5017.44,200,1,No,5,7,1,435
E1398,Andrée,Lelièvre,Sales,HR Machine Learning Engineer,2017-03-11,,Unknown,Lyon,128242,3800.42,500,,No,10,2,0,3159
E1665,Élise,Couturier,Sales,Payroll Specialist,2017-07-17,,Male,Paris,234115,6491.55,200,5,No,6,10,0,3031
E1622,William,Richard,Human Resources,HR Coordinator,2020-01-15,,Non-Binary,Remote,151583,4848.09,200,1,No,2,1,0,2119
E1965,Marine,Bouvet,Engineering,Payroll Specialist,2021-06-16,,Female,Nantes,198332,8291.22,200,3,Yes,7,5,0,1601
E1294,Aimée,Renault,Engineering,QA Engineer,2022-05-21,,Unknown,Bordeaux,170307,6700.06,1200,4,No,1,5,0,1262
E1435,Véronique,Delmas,Finance,Analyst,2018-01-06,,Unknown,Bordeaux,152589,7238.2,200,4,No,5,10,0,2858
E1620,Odette,Robert,Sales,Software Engineer,2020-08-21,,Male,Paris,100922,3317.35,200,5,No,10,2,0,1900
E1480,Aurore,Le Roux,Engineering,Specialist,2017-08-14,2021-07-26,NaN,Paris,156843,3961.61,0,4,Yes,1,9,1,1442
E1855,Zacharie,Martin,Human Resources,Sales Development Rep,2023-04-03,2025-06-27,Male,Nantes,193156,5133.68,1200,1,No,9,7,1,816
E1674,Amélie,Renaud,Sales,Graphic Designer,2020-10-20,,NaN,Nantes,120920,4887.7,1000,3,No,6,4,0,1840
E1227,Maryse,Besson,Human Resources,Regional Sales Director,2020-10-18,,Female,Paris,185601,4234.59,0,,,3,5,0,1842
E1242,Pauline,Hamon,Marketing,Account Executive,2019-10-22,,Male,Lyon,140134,6564.72,500,3,No,3,7,0,2204
E1135,Guillaume,Couturier,Sales,Controller,2016-05-15,,Unknown,Paris,117933,2970.82,500,,No,9,2,0,3459
E1633,Théophile,Pasquier,Finance,Controller,2024-03-13,,Unknown,Paris,195639,8510.33,1200,,,7,6,0,600
E1900,Madeleine,Lefebvre,Human Resources,Associate,2018-02-09,,Unknown,Lyon,128687,6259.11,500,,,8,2,0,2824
E1914,Colette,Fernandez,Engineering,Financial Analyst,2023-01-03,,Female,Montpellier,66671,2681.67,1200,,No,7,7,0,1035
E1470,Marguerite,Martinez,Sales,HR Machine Learning Engineer,2023-08-14,2025-06-19,Unknown,Remote,249188,11216.29,0,,Yes,10,6,1,675
E1913,Cécile,Gay,Unknown,Analyst,2022-06-23,,NaN,Nantes,87942,2981.32,500,,No,5,3,0,1229
E1904,Jules,Robin,Engineering,Talent Acquisition Specialist,2022-12-16,2024-04-13,Unknown,Bordeaux,102426,4886.52,0,,No,4,10,1,484
E1873,François,Marin,Sales,Internal Auditor,2017-10-24,,Non-Binary,Lyon,134395,3987.56,500,,No,6,2,0,2932
E1978,Jérôme,Faure,Engineering,Accountant,2022-04-11,,Female,Lyon,209657,6662.5,500,,,8,6,0,1302
E1003,Daniel,Guérin,Sales,Specialist,2019-11-15,,Male,Montpellier,227792,8636.16,0,,No,8,5,0,2180
E1482,Anne,Fabre,Human Resources,Inside Sales Rep,2017-05-14,,Female,Nantes,197791,9472.92,500,,No,9,8,0,3095
E1737,Bernadette,Carre,Sales,Backend Engineer,2024-01-01,,Male,Bordeaux,121593,2557.98,500,,,5,2,0,672
E1464,Pierre,Gosselin,Engineering,FP&A Manager,2020-05-26,,NaN,Paris,149607,6144.03,1000,5,No,4,5,0,1987
E1421,Nathalie,Hebert,Sales,Digital Marketing Analyst,2016-01-31,2018-10-01,Female,Bordeaux,231334,8515.12,500,4,No,10,4,1,974
E1521,Hélène,Jean,Engineering,Sales Manager,2020-01-26,,NaN,Lyon,229313,5889.46,200,5,Yes,3,2,0,2108
E1716,Amélie,Charpentier,Human Resources,Content Strategist,2017-06-12,2021-04-18,Female,Paris,203164,5667.57,200,,No,2,6,1,1406
E1981,Élise,Bègue,Human Resources,Payroll Specialist,2024-01-04,,Male,Lyon,97716,3232.53,500,,,9,9,0,669
E1939,Sabine,Blanchard,Human Resources,Frontend Engineer,2017-03-13,,Male,Lyon,190796,8747.71,200,5,No,6,6,0,3157
E1177,Sylvie,Meyer,Human Resources,HR Business Partner,2022-08-07,2024-03-24,Female,Nantes,128391,5010.06,500,3,No,8,8,1,595
E1121,Alexandre,Raynaud,Sales,Data Scientist,2022-08-21,,Unknown,Montpellier,158398,4903.89,0,2,No,7,4,0,1170
E1279,Amélie,Pons,Marketing,Associate,2021-12-02,,Unknown,Remote,65841,1661.81,1000,,,2,6,0,1432
E1988,Georges,Leclercq,Finance,Solutions Engineer,2023-02-20,2024-09-10,NaN,Lyon,59181,1652.52,1200,4,No,10,6,1,568
E1238,Henri,Cohen,Human Resources,Coordinator,2023-10-18,,NaN,Nantes,183220,4669.33,0,,,7,2,0,747
E1436,Catherine,Gimenez,Engineering,Backend Engineer,2023-10-22,,Male,Paris,49613,2260.06,500,3,No,2,4,0,743
E1072,Julien,Brun,Finance,Specialist,2018-06-12,,Unknown,Bordeaux,47797,2334.49,1000,2,No,9,6,0,2701
E1021,Arthur,Vallée,Sales,Social Media Manager,2022-09-17,2024-11-22,Unknown,Bordeaux,49914,2132.27,200,2,No,1,2,1,797
E1252,Laurent,Mahe,Sales,Machine Learning Engineer,2021-01-31,,Non-Binary,Paris,175927,8605.13,200,4,No,6,2,0,1737
E1734,Thomas,Courtois,Engineering,People Analyst,2018-11-09,,Unknown,Paris,230970,8377.4,500,3,No,10,10,0,2551
E1503,Stéphanie,Vincent,Sales,Sales Manager,2016-06-20,,Non-Binary,Nantes,193935,7331.43,500,,,9,5,0,3423
E1035,Maggie,Renaud,Human Resources,Software Engineer,2019-05-03,,Unknown,Remote,188907,9021.32,1000,,,3,10,0,2376
E1755,Noémi,Millet,Human Resources,Backend Engineer,2022-03-06,,NaN,Lyon,54491,2032.45,200,,No,6,5,0,1338
E1307,Véronique,Aubry,Marketing,Accountant,2022-11-09,,Unknown,Montpellier,134169,5220.53,0,5,No,10,3,0,1090
E1452,Benoît,Foucher,Finance,Sales Manager,2021-05-24,2023-04-21,Non-Binary,Bordeaux,237445,8164.96,500,1,No,9,3,1,697
E1862,Nath,Grégoire,Engineering,DevOps Engineer,2023-07-25,,Non-Binary,Paris,151689,5658.33,0,,No,7,5,0,832
E1839,Sophie,Bourdon,Human Resources,Specialist,2017-11-27,,NaN,Montpellier,55439,1910.83,1200,,No,5,5,0,2898
E1542,Frédéric,Rocher,Engineering,Content Strategist,2020-12-21,,NaN,Nantes,214209,5093.48,500,,,2,10,0,1778
E1142,Léon,Marin,Sales,Technical Lead,2023-03-04,,Non-Binary,Lyon,103932,4521.6,200,,,7,2,0,975
E1230,Nicole,Robin,Human Resources,VP of Sales,2022-03-14,2023-03-20,Unknown,Nantes,169478,6903.3,0,,,3,10,1,371
E1110,Frédérique,Humbert,Sales,Payroll Specialist,2024-07-14,,Unknown,Nantes,216126,10373.5,0,,Yes,8,10,0,477
E1966,Joséphine,Chauveau,Human Resources,Sales Manager,2019-12-23,,NaN,Nantes,77153,2378.11,1200,4,Yes,10,10,0,2142
E1583,Alexandre,Humbert,Human Resources,Machine Learning Engineer,2021-09-28,2024-10-21,Unknown,Paris,173956,5610.73,0,5,No,7,8,1,1119
E1053,Nicolas,Germain,Finance,QA Engineer,2024-07-03,2025-07-04,NaN,Remote,184275,4375.5,1000,3,No,2,1,1,366
E1543,Gilles,Joseph,Sales,People Analyst,2023-07-23,,Male,Paris,128139,3607.06,200,1,Yes,3,6,0,834
E1636,Corinne,Blanchard,Sales,Specialist,2019-11-17,2021-02-05,NaN,Bordeaux,62073,1711.15,1000,4,Yes,4,6,1,446
E1328,Nicole,Robert,Sales,DevOps Engineer,2019-09-18,,Unknown,Lyon,136584,4862.96,1000,2,No,1,8,0,2238
E1856,Agnès,Thibault,Engineering,People Analyst,2024-10-25,,Unknown,Nantes,66331,1565.5,1000,,,5,9,0,374
E1355,Caroline,Valentin,Human Resources,Social Media Manager,2020-11-21,,Female,Bordeaux,126646,4984.85,500,1,No,5,7,0,1808
E1381,Auguste,Huet,Human Resources,People Analyst,2020-03-28,,Female,Montpellier,163437,7017.29,200,1,No,9,10,0,2046
E1656,Isaac,Grégoire,Finance,VP of Sales,2021-12-12,,Non-Binary,Lyon,141493,3063.28,1200,,,10,4,0,1422
E1086,Denis,Merle,Marketing,VP of Sales,2023-03-25,,Female,Remote,160855,4355.32,500,3,Yes,6,9,0,954
E1111,Adèle,Costa,Marketing,DevOps Engineer,2023-03-10,,NaN,Nantes,220253,8302.46,200,,,6,3,0,969
E1431,Olivier,Hamel,Engineering,Senior Software Engineer,2020-12-20,,Male,Remote,121517,2982.13,1200,3,Yes,8,7,0,1779
E1513,André,Millet,Sales,Product Marketing Manager,2021-11-24,,Female,Remote,209247,6538.1,0,,Yes,3,5,0,1440
E1861,Catherine,Roussel,Finance,Digital Marketing Analyst,2021-03-07,,Non-Binary,Lyon,184099,7211.66,1000,1,No,7,10,0,1702
E1454,Brigitte,Raynaud,Engineering,Coordinator,2023-04-07,2025-03-31,NaN,Montpellier,182290,7610.76,200,5,Yes,1,1,1,724
E1447,Jacques,Morel,Engineering,HR Data Scientist,2019-03-24,,Non-Binary,Nantes,230731,6515.38,0,,,6,7,0,2416
E1720,Françoise,Thibault,Finance,Compensation Analyst,2020-07-11,,NaN,Nantes,147897,5684.93,1200,1,Yes,8,7,0,1941
